"","dose","beat","qNet","dvdtmax","vmax","vrest","APD50","APD90","max_dv","camax","carest","CaTD50","CaTD90","EADs","noDepols","noRepols"
"157",0,907,69.673099084901,72.897616674443,41.6728208927733,-88.014400674371,238,290,-0.377452747813056,0.000239050046384785,7.45303864752432e-05,301,726,0,0,0
