Param#,Peak Voltage,RMP,Max Upstroke Velocity,APD1,APD2,APD3,Tri90-40,CTD90,CTD50,CaTamp,CaTmax,CaiD,EMw,qNet,EAD,Depolarization,Index,GNa,GNaL,Gto,GKr,GKs,GK1,Gncx,Pnak,PCa,drug,cnet,dose
30,40.6927,-88.0282,266.557,680.9,517.56,399.58,281.32,1067.14,601.77,118.691,189.517,70.8146,386.24,0.0152571,0,0,30,1.0227,0.985651,1.04627,1.04376,0.983504,1.04061,1.0063,0.983894,1.04647,bepridil,31.5,25
31,40.4907,-88.0452,268.179,682.4,513.86,397.4,285,1075.42,608.98,112.199,182.851,70.6413,393.02,0.0175696,0,0,31,1.0257,0.969963,0.995703,0.971907,1.00416,0.967561,0.966265,1.00815,0.965723,bepridil,31.5,25
32,40.7559,-88.0488,268.477,692.5,523.89,403.48,289.02,1089.89,623.41,110.009,180.404,70.3837,397.39,0.014558,0,0,32,1.00368,1.01144,0.962983,0.966268,0.964973,0.993873,0.968581,1.01903,0.958758,bepridil,31.5,25
33,41.0505,-88.0578,269.05,701.41,529.24,405.52,295.89,1102.14,635.05,106.454,175.861,69.3969,400.73,0.0131279,0,0,33,1.00835,1.01906,0.959383,0.9811,0.969208,0.971896,1.02281,1.04859,0.991497,bepridil,31.5,25
34,40.8463,-88.048,268.278,691.47,517.7,397.67,293.8,1076.4,610.25,115.858,186.613,70.744,384.93,0.0147145,0,0,34,1.00575,1.00956,1.02217,0.962329,1.02513,0.961824,0.980794,1.02646,1.0231,bepridil,31.5,25
35,40.8668,-88.0409,267.674,694.27,522.25,400.5,293.77,1084.64,618.49,112.126,181.942,69.8052,390.37,0.0141937,0,0,35,0.950975,1.00501,1.02996,1.00682,1.01021,0.965656,1.03999,1.01271,1.03911,bepridil,31.5,25
36,40.6701,-88.0236,266.268,696.62,529.79,405.64,290.98,1086.16,620.29,114.586,184.967,70.3698,389.54,0.0124797,0,0,36,0.972651,1.03438,1.04426,0.989826,0.967223,1.02945,1.01428,0.969426,1.01481,bepridil,31.5,25
37,40.6577,-88.02,266.161,686.03,520.34,400.66,285.37,1084.06,617.71,109.575,179.22,69.6336,398.03,0.016537,0,0,37,1.0295,0.962398,0.963648,1.00596,0.984468,1.00809,1.0467,0.953762,0.996232,bepridil,31.5,25
38,40.7013,-88.0198,266.186,680.85,511.5,395.09,285.76,1067.65,601.81,115.61,186.184,70.5625,386.8,0.0166157,0,0,38,0.983967,0.979258,0.984581,1.03241,1.02059,0.969029,1.01182,0.95492,1.01754,bepridil,31.5,25
39,40.6529,-88.036,267.516,673.48,508.52,394.75,278.73,1065.98,600.44,114.616,185.431,70.8042,392.5,0.0178496,0,0,39,0.953572,0.966569,0.973413,1.01412,1.01201,1.00131,0.97704,0.990631,0.990683,bepridil,31.5,25
40,40.8874,-88.052,268.65,679.65,510.34,395.29,284.36,1067.13,601.6,116.523,187.517,70.9832,387.48,0.0159414,0,0,40,1.00643,0.997429,0.996071,1.02552,1.0171,0.974002,0.967172,1.03593,1.0181,bepridil,31.5,25
41,40.3263,-88.0253,266.528,678.86,516.29,400.36,278.5,1076.37,609.9,110.469,180.448,69.9678,397.51,0.0162307,0,0,41,0.986293,0.999692,1.04399,1.04766,0.994946,0.997161,1.02337,0.966624,0.976683,bepridil,31.5,25
42,40.9339,-88.0227,266.353,685.08,511.97,394.36,290.72,1073.06,607,113.993,184.358,70.3539,387.98,0.0153004,0,0,42,0.960292,1.01248,0.95422,0.996498,1.04873,0.956886,1.01671,0.962307,1.01642,bepridil,31.5,25
43,41.1001,-88.0511,268.451,705.59,528.95,403.83,301.76,1090.2,624.21,114.956,185.415,70.4485,384.61,0.0115548,0,0,43,1.04548,1.04144,1.01445,1.00115,0.976499,0.95506,0.99585,1.03769,1.04013,bepridil,31.5,25
44,40.8849,-88.0257,266.548,704.53,530.24,403.99,300.54,1078.47,611.31,123.092,194.706,71.6016,373.94,0.0117844,0,0,44,1.02871,1.02767,1.02663,0.982016,0.954556,0.998778,0.962404,0.973844,1.04585,bepridil,31.5,25
45,40.7168,-88.0307,266.982,679.47,510.2,394.76,284.71,1067.3,601.35,116.171,187.394,71.2123,387.83,0.0148552,0,0,45,1.01152,1.04906,0.989099,0.972991,1.04779,0.983794,0.955893,0.978953,0.978301,bepridil,31.5,25
46,40.706,-88.0364,267.391,684.73,515.28,398.4,286.33,1067.51,601.5,118.778,190.167,71.3772,382.78,0.0137273,0,0,46,1.0412,1.04737,1.03564,1.04011,1.00167,0.972533,0.956272,0.996674,1.00511,bepridil,31.5,25
47,41.0579,-88.055,268.781,699.63,521.3,398.77,300.86,1076.62,610.06,120.165,191.546,71.3691,376.99,0.0124791,0,0,47,1.00096,1.04347,1.03047,0.95174,1.01855,0.953754,0.951743,1.0478,1.04352,bepridil,31.5,25
48,40.9398,-88.0411,267.716,682.23,515.2,397.92,284.31,1076.8,611.07,112.352,182.337,69.9742,394.57,0.0137625,0,0,48,0.961421,1.04459,1.02386,1.01773,1.04095,1.00412,1.03041,1.01668,1.03059,bepridil,31.5,25
49,40.7538,-88.0405,267.75,676.83,517.17,401.87,274.96,1086.42,619.38,105.776,175.089,69.3029,409.59,0.0148337,0,0,49,1.01685,1.03035,0.979946,1.04507,0.995641,1.04154,1.04058,1.00759,0.971884,bepridil,31.5,25
50,40.6038,-88.0514,268.618,657.73,500.62,392.64,265.09,1066.81,600.35,108.033,177.981,69.9373,409.08,0.0189712,0,0,50,1.03679,0.984074,0.976216,1.04118,1.04903,1.03715,0.999339,1.03123,0.962398,bepridil,31.5,25
51,40.8793,-88.0452,268.154,697.4,527.71,404.17,293.23,1097.1,630.36,107.39,176.698,69.297,399.7,0.0157163,0,0,51,0.976124,0.952567,0.957704,0.987849,0.959236,0.98755,1.04484,1.01535,1.00625,bepridil,31.5,25
52,40.7954,-88.0309,267.04,677.19,510.48,394.29,282.9,1066.45,601.07,115.598,185.911,70.302,389.26,0.0172665,0,0,52,1.00127,0.95832,1.00797,1.00867,1.03705,1.00545,1.02953,0.988291,1.04849,bepridil,31.5,25
53,40.9615,-88.0368,267.565,677.16,511.87,395.59,281.57,1067.58,602.54,116.91,187.86,70.9387,390.42,0.0165345,0,0,53,0.966251,0.973456,0.951714,0.977035,1.01127,1.04424,0.979766,0.99889,1.02267,bepridil,31.5,25
54,40.7333,-88.0231,266.233,674.28,512.39,397.03,277.25,1075.98,609.93,110.059,180.041,69.9719,401.7,0.0162693,0,0,54,1.04915,1.00474,0.952636,0.984849,1.02794,1.0464,1.02176,0.963153,0.980251,bepridil,31.5,25
55,40.9001,-88.0518,268.618,688.11,520.22,400.57,287.54,1074.85,609.42,117.185,187.913,70.716,386.74,0.0144658,0,0,55,0.964963,0.99355,1.04034,1.02039,0.982694,1.00997,0.991127,1.04291,1.04955,bepridil,31.5,25
56,40.461,-88.0375,267.602,678.81,513.66,397.65,281.16,1076.77,610.2,110.54,180.911,70.3601,397.96,0.0169319,0,0,56,1.01254,0.996538,1.0001,0.95259,1.02381,1.00241,0.982475,0.991761,0.957178,bepridil,31.5,25
57,40.801,-88.0391,267.742,668.31,506.93,394.01,274.3,1063.06,598.13,115.31,186.031,70.7099,394.75,0.0182399,0,0,57,1.00769,0.951224,0.965818,1.01169,1.01568,1.04843,0.989325,1.0038,1.01504,bepridil,31.5,25
58,40.7202,-88.0212,266.261,706.05,532.02,404.12,301.93,1094.65,628.17,111.697,181.434,69.7264,388.6,0.0145958,0,0,58,1.01416,0.96773,0.998097,0.95651,0.972623,0.973278,1.0482,0.958411,1.024,bepridil,31.5,25
59,41.0696,-88.0378,267.39,698.57,524.7,402.26,296.31,1092.71,626.26,109.477,179.119,69.6323,394.14,0.0130695,0,0,59,1.03193,1.0264,0.956209,1.0246,0.987812,0.952373,1.03733,0.999518,1.01356,bepridil,31.5,25
60,40.5127,-88.0476,268.292,686.57,524.73,406.15,280.42,1090.8,623.82,107.321,177.035,69.7043,404.23,0.0137877,0,0,60,1.02648,1.03945,1.04297,1.02149,0.966228,1.02178,1.01002,1.02276,0.961179,bepridil,31.5,25
61,40.7153,-88.0394,267.611,688.46,517.67,399.21,289.25,1086.09,618.99,108.321,178.184,69.8526,397.63,0.0158939,0,0,61,1.04223,0.998348,0.961419,0.985118,1.00773,0.95444,1.00825,0.995534,0.969112,bepridil,31.5,25
62,40.4073,-88.03,267.058,688.84,525.96,405.33,283.51,1089.78,623.05,108.492,178.278,69.7752,400.94,0.015834,0,0,62,1.04606,0.978803,1.00834,0.991717,0.953089,1.02474,1.01907,0.974766,0.964956,bepridil,31.5,25
63,40.912,-88.0422,267.845,694.06,522.44,400.16,293.9,1080.27,614.41,115.902,186.421,70.5076,386.21,0.0135723,0,0,63,0.995554,1.0187,1.03343,0.963715,1.01325,0.99677,1.00333,1.01721,1.0416,bepridil,31.5,25
64,40.7849,-88.0331,267.186,696.25,520.75,398.19,298.06,1074.57,608.13,119.333,190.527,71.1822,378.32,0.0158738,0,0,64,1.04381,0.959562,0.993837,0.953649,0.990486,0.963762,0.971673,0.985268,1.0312,bepridil,31.5,25
65,40.766,-88.0562,268.972,671.76,508.27,396.01,275.75,1083.19,615.03,103.814,173.045,69.2211,411.43,0.0173762,0,0,65,0.990519,1.00187,0.950784,1.00458,1.04477,0.990999,1.02425,1.04116,0.954127,bepridil,31.5,25
66,40.3139,-88.0198,266.168,676.38,512.89,396.94,279.44,1070.7,604.51,112.736,183.17,70.4227,394.32,0.0177836,0,0,66,1.0324,0.97133,1.01646,0.974588,1.01943,1.01272,1.00183,0.950965,0.974258,bepridil,31.5,25
67,40.552,-88.0282,266.823,678.78,510.06,395.09,283.69,1064.33,598.35,117.07,188.342,71.2602,385.55,0.0162127,0,0,67,0.962069,1.01009,1.00408,1.01229,1.02202,0.96833,0.959174,0.970801,0.983291,bepridil,31.5,25
68,40.3795,-88.0355,267.503,681.44,519.82,402.46,278.98,1076.1,610.26,114.02,185.068,71.0363,394.66,0.0153417,0,0,68,0.974755,1.01461,1.02548,0.978867,0.968799,1.04253,0.950682,0.98797,0.953418,bepridil,31.5,25
69,40.7106,-88.0216,266.159,681.74,516.21,398.05,283.69,1075.81,609.92,113.151,183.545,70.3839,394.07,0.0147751,0,0,69,0.979146,1.02907,0.99173,0.957847,1.0328,1.03121,1.00748,0.961692,0.993444,bepridil,31.5,25
70,40.7281,-88.0572,269.051,690.63,524.46,404.25,286.38,1082.91,617.19,114.265,185.092,70.8161,392.28,0.0136401,0,0,70,1.00288,1.02366,1.03658,0.986587,0.961683,1.01983,0.9587,1.04955,0.99288,bepridil,31.5,25
71,40.4815,-88.0395,267.713,674.11,510.24,396.53,277.58,1069.8,603.79,112.02,182.303,70.2729,395.69,0.0177547,0,0,71,0.968373,0.970308,1.02128,1.04496,1.00895,0.986038,1.00244,1.00047,0.989786,bepridil,31.5,25
72,40.8546,-88.0314,267.032,680.12,512.27,395.48,284.64,1064.24,598.6,119.051,190.059,70.9966,384.12,0.0141884,0,0,72,1.0158,1.03732,1.03828,1.00202,1.04664,1.01125,0.993055,0.992873,1.0427,bepridil,31.5,25
73,40.4882,-88.0538,268.808,680.17,513.41,397.53,282.64,1078.69,611.79,109.428,179.54,70.101,398.52,0.0171218,0,0,73,1.0407,0.990294,1.02764,0.958092,1.03141,0.978729,0.988468,1.03496,0.968302,bepridil,31.5,25
74,40.8134,-88.0391,267.698,671.13,507.18,394.2,276.93,1060.95,595.75,117.591,188.839,71.2369,389.82,0.0155532,0,0,74,1.03465,1.02806,0.997941,1.01507,1.0365,1.02662,0.961414,1.00579,1.00494,bepridil,31.5,25
75,40.5126,-88.0228,266.44,693.95,525,403.27,290.68,1083.1,616.8,114.039,184.862,70.8115,389.15,0.0145685,0,0,75,0.97166,1.00738,0.99286,0.973039,0.962232,0.992262,0.972718,0.955347,0.967863,bepridil,31.5,25
76,40.886,-88.034,267.337,676.67,512.36,396.54,280.13,1066.47,601.5,116.71,187.329,70.6079,389.8,0.0168159,0,0,76,1.01901,0.956191,0.982017,1.04914,0.992428,1.02734,1.00929,0.994908,1.04419,bepridil,31.5,25
77,40.6396,-88.0412,267.784,695.82,530.54,406.6,289.22,1096.8,630.06,107.887,177.303,69.4059,400.98,0.0136086,0,0,77,0.965942,1.0166,1.04141,0.954683,0.979345,1.03098,1.04105,1.0108,0.994916,bepridil,31.5,25
78,40.4834,-88.048,268.366,695.66,524.49,402.32,293.34,1083.42,616.97,113.727,184.261,70.5231,387.76,0.0161734,0,0,78,1.03565,0.960485,1.04782,0.964444,0.9707,0.964641,0.981761,1.02008,0.998796,bepridil,31.5,25
79,40.9154,-88.0204,266.18,711.06,536.12,405.56,305.5,1096.8,630.82,113.843,183.772,69.918,385.74,0.0136527,0,0,79,1.02136,0.964992,0.980551,0.960418,0.95197,0.991832,1.04563,0.959633,1.0472,bepridil,31.5,25
80,40.9528,-88.0175,265.958,698.82,526.86,402.68,296.14,1082.37,616.48,117.575,188.503,70.9176,383.55,0.0123947,0,0,80,0.991185,1.03224,0.968221,0.983854,0.971214,1.00734,0.99041,0.9521,1.0205,bepridil,31.5,25
81,40.6735,-88.0398,267.721,682.36,516.29,399.49,282.87,1078.55,612.36,111.353,181.648,70.2844,396.19,0.0151076,0,0,81,0.997256,1.02075,1.00338,1.00928,1.00545,0.99525,0.994826,1.00273,0.981902,bepridil,31.5,25
82,40.8824,-88.0501,268.391,690.58,519.93,401.34,289.24,1089.42,622.42,107.81,177.507,69.6867,398.84,0.014052,0,0,82,1.00992,1.03146,0.977386,1.0296,0.99618,0.951234,1.01506,1.02705,0.982665,bepridil,31.5,25
83,41.1389,-88.0485,268.416,683.44,515.15,397.04,286.4,1070.7,605.6,118.326,189.485,71.1474,387.26,0.0150939,0,0,83,0.993991,0.99138,0.955959,0.970543,1.00253,1.03473,0.964574,1.03097,1.03646,bepridil,31.5,25
84,40.477,-88.0289,266.801,689.98,521.36,400.47,289.51,1085.32,618.42,109.372,178.928,69.5451,395.34,0.0161564,0,0,84,0.958106,0.980159,1.03792,0.969489,1.01605,0.976903,1.04766,0.976672,0.99931,bepridil,31.5,25
85,40.3455,-88.0542,268.749,687.47,518.99,400.89,286.58,1090.09,621.71,105.155,174.538,69.373,402.62,0.0165084,0,0,85,0.951026,1.00001,1.0481,0.955026,1.02422,0.950104,1.01746,1.03315,0.951185,bepridil,31.5,25
86,40.3862,-88.0405,267.837,674.88,515.16,400.02,274.86,1078.45,611.9,108.976,178.992,70.0056,403.57,0.0172617,0,0,86,1.02063,0.982962,1.01768,0.988079,0.998168,1.03941,1.00054,1.00182,0.959781,bepridil,31.5,25
87,40.6547,-88.03,267.037,681.23,514.6,397.58,283.65,1066.46,600.68,118.802,190.268,71.4548,385.23,0.0148652,0,0,87,1.03358,1.02562,1.01353,0.980811,1.00992,1.01701,0.952245,0.980214,0.995587,bepridil,31.5,25
88,40.6409,-88.0498,268.522,665.08,505.15,394.45,270.63,1068.93,602.88,110.265,180.736,70.4609,403.85,0.0176533,0,0,88,0.954761,1.00264,0.971614,1,1.0359,1.03567,0.970154,1.02513,0.956195,bepridil,31.5,25
89,40.4378,-88.0247,266.401,665.02,505.44,394.24,270.78,1060.59,595.11,114.427,185.211,70.7731,395.57,0.0170262,0,0,89,1.02437,1.01385,1.02064,1.03552,1.03898,1.03312,0.986286,0.967292,0.97784,bepridil,31.5,25
90,40.981,-88.0469,268.198,695.88,526.68,403.8,292.08,1090.39,624.56,111.11,180.818,69.6969,394.51,0.0135079,0,0,90,0.969875,1.00382,1.01033,1.01667,0.975606,0.999402,1.0385,1.02873,1.03756,bepridil,31.5,25
91,40.5323,-88.0291,266.939,690.7,522.25,401.9,288.8,1083.71,617.31,111.995,182.572,70.5659,393.01,0.0155401,0,0,91,0.95677,0.994851,0.978548,0.965124,0.973595,0.989926,0.97695,0.968664,0.960718,bepridil,31.5,25
92,40.8347,-88.0471,268.298,684.02,513.79,396.35,287.67,1068.42,602.74,117.834,188.843,70.9982,384.4,0.0162134,0,0,92,0.95929,0.974137,1.00932,1.00305,1.00686,0.980154,0.974922,1.02451,1.03303,bepridil,31.5,25
93,41.0065,-88.0406,267.829,690.7,520.09,399.62,291.08,1076.2,610.6,117.946,189.218,71.2607,385.5,0.0137185,0,0,93,0.955475,1.0222,0.967679,0.959056,0.991522,1.01432,0.954784,1.00695,1.01242,bepridil,31.5,25
94,40.809,-88.0189,266.067,689.57,519.88,400,289.57,1071.59,605.62,119.092,190.254,71.1503,382.02,0.0130713,0,0,94,0.978937,1.04037,1.00592,1.03141,0.988633,0.994997,0.983836,0.956621,1.02141,bepridil,31.5,25
95,40.9033,-88.0536,268.815,681.56,508.23,392.04,289.52,1062.68,596.78,119.499,190.864,71.354,381.12,0.0176125,0,0,95,0.985638,0.954885,0.987747,0.950985,1.04183,0.96602,0.953291,1.03889,1.03459,bepridil,31.5,25
96,40.6519,-88.0526,268.76,680.59,514.48,398.69,281.9,1076.56,610.49,111.527,181.878,70.3403,395.97,0.017178,0,0,96,0.987072,0.965936,0.994602,1.02366,0.985096,0.982941,0.984617,1.0322,0.987156,bepridil,31.5,25
97,40.7773,-88.0552,268.848,685.19,516.24,398.77,286.42,1081.96,615.48,109.389,178.98,69.5811,396.77,0.0167857,0,0,97,0.952317,0.961787,1.01144,1.03322,1.00344,0.95827,1.03395,1.04431,1.01912,bepridil,31.5,25
98,40.6871,-88.0309,266.944,700.16,532.02,407.93,292.23,1098.87,631.95,107.688,177.14,69.442,398.71,0.0121752,0,0,98,0.957419,1.04676,1.01806,1.01847,0.958732,0.988496,1.04268,0.982334,0.984259,bepridil,31.5,25
99,41.0132,-88.0538,268.718,686.93,523.01,404.28,282.65,1085.1,619.67,111.813,182.04,70.2155,398.17,0.0125719,0,0,99,1.00494,1.04558,0.99993,1.04694,0.963162,1.03645,0.997134,1.04643,1.00959,bepridil,31.5,25
100,40.962,-88.0295,266.989,692.46,520.18,398.78,293.68,1071.23,605.12,121.329,192.85,71.5091,378.77,0.0145558,0,0,100,0.998784,0.988427,0.969224,0.975591,0.980067,1.00362,0.960761,0.97962,1.03562,bepridil,31.5,25
1,41.8127,-88.0162,265.466,425.96,340.04,301.74,124.22,819.45,382.83,176.615,252.971,76.345,393.49,0.0312275,0,0,1,1.045,1.02135,0.96461,0.997549,1.03932,0.984879,0.963929,1.02386,1.02595,bepridil,31.5,2
2,41.6211,-88.0049,264.642,424.97,340.88,302.81,122.16,833.69,395.54,164.68,239.472,74.7812,408.72,0.0330569,0,0,2,0.989232,0.972732,0.98697,0.999216,0.997203,1.02076,1.03404,0.997939,1.0285,bepridil,31.5,2
3,41.2096,-87.9936,263.928,426.66,342.21,303.66,123,827.74,390.06,170.134,245.936,75.7903,401.08,0.0332751,0,0,3,0.994848,0.98665,1.04509,0.993513,0.965132,1.01001,0.987223,0.964972,0.986203,bepridil,31.5,2
4,41.5882,-87.9954,264,419.89,337.42,300.17,119.72,827.6,390.48,167.708,242.822,75.1026,407.71,0.0342006,0,0,4,0.982776,0.963687,0.970274,1.02745,0.978316,1.03209,1.02756,0.975382,1.02719,bepridil,31.5,2
5,41.488,-88.0185,265.533,415.97,334.35,297.52,118.45,847.69,405.69,151.882,225.832,73.9403,431.72,0.0358874,0,0,5,1.03866,0.968743,0.97292,1.04222,0.993322,1.02222,1.02611,1.02167,0.973734,bepridil,31.5,2
6,41.5106,-88.0265,266.075,421.01,337.39,299.56,121.45,856.63,412.77,147.157,220.654,73.4869,435.62,0.0351758,0,0,6,0.973688,0.975176,0.974108,0.998904,1.04321,1.01306,1.03227,1.03939,0.963177,bepridil,31.5,2
7,41.2894,-88.0038,264.604,424.36,340.03,301.99,122.37,847.31,406.05,154.276,228.383,74.0959,422.95,0.0352351,0,0,7,0.984353,0.953495,1.00142,1.00771,0.952361,0.985216,1.03531,0.981961,0.972573,bepridil,31.5,2
8,41.681,-88.0238,265.911,418.54,334.96,297.95,120.59,833.77,395.02,162.412,237.307,74.8845,415.23,0.0333768,0,0,8,1.01389,1.00877,0.988507,1.03998,1.04529,0.98104,1.00541,1.04075,1.01129,bepridil,31.5,2
